City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
276,Sohag,EG,2022-07-19 18:21:42,26.557,31.6948,95.29,17,0,8.25
277,Sioux Lookout,CA,2022-07-19 18:20:55,50.1001,-91.917,73.47,88,75,8.05
278,Truth Or Consequences,US,2022-07-19 18:21:42,33.1284,-107.2528,98.91,18,0,3.44
279,Luleburgaz,TR,2022-07-19 18:21:43,41.4039,27.3592,69.85,59,0,11.9
280,Muhos,FI,2022-07-19 18:21:43,64.808,25.9931,60.58,73,53,7.16
281,Kununurra,AU,2022-07-19 18:21:44,-15.7667,128.7333,60.78,88,62,2.3
282,Lorengau,PG,2022-07-19 18:21:44,-2.0226,147.2712,77.68,86,99,3.74
283,Necochea,AR,2022-07-19 18:21:44,-38.5473,-58.7368,56.89,34,0,17.2
284,Saint-Joseph,RE,2022-07-19 18:21:45,-21.3667,55.6167,68.38,78,28,18.9
285,Saint-Jerome,CA,2022-07-19 18:16:49,45.7804,-74.0036,85.26,56,40,6.91
286,San Patricio,US,2022-07-19 18:21:45,28.017,-97.5169,97.52,39,5,16.35
287,Rosarito,MX,2022-07-19 18:21:46,32.3333,-117.0333,90.63,63,6,10.22
288,Ornskoldsvik,SE,2022-07-19 18:21:46,63.2909,18.7153,65.35,45,68,11.5
289,Okhotsk,RU,2022-07-19 18:21:46,59.3833,143.3,57.92,92,99,2.57
290,Arlit,NE,2022-07-19 18:21:47,18.7369,7.3853,84.56,48,89,24.2
291,Dawei,MM,2022-07-19 18:21:47,14.0833,98.2,77.83,91,92,1.28
292,Isnos,CO,2022-07-19 18:21:48,1.9356,-76.2406,64.33,83,94,2.86
